Year;Node;Utility;Consumption;Cost;CertainEquivalence
2020;0;24.89968539178536;1.0;0.0;0.5149570998338034
2025;1;25.54538117200431;1.018873016402343;0.05341526017572243;0.5123070951509175
2025;2;26.706930552470077;1.0485981513796716;0.026267630187398354;0.5077293209825297
2060;3;34.14165743223596;1.7291104533706187;0.03709876676353285;0.4838030043199148
2060;4;35.56884765540467;1.769495971851681;0.0188921687557864;0.4798154604249232
2060;5;36.314175613110876;1.753879889965227;0.026598493549970004;0.4777720850643512
2060;6;36.582673616458855;1.7939450603429865;0.007840971496227768;0.4770940819831784
2100;7;46.083370907117896;3.0108480479385;0.01978394033885902;0.45598722448551327
2100;8;47.612561521611596;3.161396189567185;0.00956659008532025;0.45303837012100523
2100;9;48.85965390368583;3.147555834265824;0.01152099048260589;0.45064828540912777
2100;10;48.81973402240896;3.1381895261746404;0.01164520219298581;0.4507187041296239
2100;11;50.025650714070814;3.2489858880185833;0.002635452848727656;0.4485354348708493
2100;12;49.9978623852723;3.2448425491152233;0.0027843742992549533;0.44858426569558907
2100;13;50.135218720226554;3.234168130935745;0.00442627009384583;0.44832808268007546
2100;14;50.4020801755171;3.2761249913479253;0.0006093167788436617;0.4478631257653346
2150;15;63.72510823773598;6.220260091248525;0.009574077723085828;0.4278776074749577
2150;16;65.46384820121204;6.5417930666843;0.007158585298109179;0.425606904035939
2150;17;64.9210098512123;6.527380802398938;0.007731787229850031;0.42632638070142176
2150;18;68.6689260594007;6.495316842116757;0.009141878119638286;0.4214729598528801
2150;19;68.39699559543737;6.464598202299694;0.009562886107695564;0.4218073062098619
2150;20;68.8030021304062;6.796797795984186;0.0024798028025198324;0.4213674720484788
2150;21;68.58006648393689;6.7819469966361705;0.0032130264053396216;0.4216431640450752
2150;22;68.3155218465435;6.771503866124961;0.00296017004177577;0.42197315936177354
2150;23;70.19393287316727;6.767700079457019;0.004186721830694313;0.4196471203965083
2150;24;70.1117519990182;6.756170012389349;0.004050951837729559;0.4197449610161642
2150;25;69.98776749731579;6.7309919397325;0.005236772620929119;0.41989125476049705
2150;26;70.18731979777965;6.881587734780743;0.0011505205653324084;0.4196778491510658
2150;27;70.02630300466919;6.878307649707271;0.0009632240932401247;0.4198736037144542
2150;28;70.59110717837801;6.864713371557964;0.0019918042551064067;0.4191843655851207
2150;29;70.5506153018977;6.872119715837294;0.00047525375944246304;0.4192348293779496
2150;30;70.69235862180889;6.908503480944802;0.00039906366508832546;0.4190706092462858
2200;31;81.43400116095732;12.80434695015484;0.004422107163875309;0.40795072853592007
2200;32;85.44861393657284;13.433334839561649;0.0041095645646962485;0.40403372157468637
2200;33;85.3914926332863;13.43859559612158;0.003141885734719674;0.4040891489826192
2200;34;85.20324325468154;13.39905372974315;0.0037825459411886015;0.40426710210098643
2200;35;84.81288781801595;13.326866105932304;0.0044897698143465505;0.40463848054168766
2200;36;84.29076768468532;13.250691911975617;0.004064468247651197;0.405140259654968
2200;37;89.96512564617298;14.14520068532433;0.0035104704227856905;0.39988324101395095
2200;38;89.88267391832913;14.16376643541846;0.001275875277102272;0.39995937105146684
2200;39;89.70367228171051;14.101536394212713;0.0035648623474969607;0.4001164186545527
2200;40;89.45204458918136;14.088494703248836;0.001717373379938543;0.4003440241960871
2200;41;89.80769524368485;14.121837189301779;0.0033394968688871722;0.40002379162945606
2200;42;89.62157176803578;14.105654781722397;0.002395205929367308;0.40019129422929844
2200;43;89.36339476926383;14.040629015287262;0.004112000510444266;0.40042077790839053
2200;44;89.47631997161506;14.060522193404088;0.003944853397754218;0.40031959222581603
2200;45;89.22039409909627;14.037963039708336;0.002714328459552588;0.40055102097414297
2200;46;88.89237270879828;13.973990655077218;0.0035770418124909612;0.40084586843170694
2200;47;91.76826248334295;14.472419561493927;6.129275890422333e-05;0.3982990374797557
2200;48;91.70676537359263;14.444247898400194;0.0012656795076506203;0.39835107599142944
2200;49;91.6133648416752;14.437073760551025;0.0007199235639757926;0.39843307280702334
2200;50;91.6545129976985;14.446026175216497;0.0005531989338306951;0.39839740503034926
2200;51;91.56107473253844;14.419583867852491;0.0013552125129493186;0.3984779304382873
2200;52;91.42952890719074;14.40875387649306;0.0006725293006182774;0.3985936059853408
2200;53;91.62489817145084;14.429343406127876;0.0013903945400769988;0.3984222442059362
2200;54;91.52456696549493;14.417736870303045;0.0010838581748838449;0.3985101076483703
2200;55;91.39920435174145;14.384279836804685;0.002053457175049888;0.3986185144490481
2200;56;91.29820346584049;14.376841694323783;0.0014876210575191634;0.3987075720377947
2200;57;92.19132936806929;14.532260759997571;0.00019261381773872643;0.397931373524551
2200;58;92.15839681321349;14.527738633689586;0.00013070248330811544;0.39795993145819425
2200;59;92.11671287081268;14.519413421326616;0.00024075541863010654;0.3979958866660902
2200;60;92.08195509947203;14.51493137712856;0.0001767361289012031;0.3980260803960305
2200;61;92.076561525142;14.494724367433408;0.0015582033570725588;0.39802919564880307
2200;62;92.44182354811221;14.56761999480931;0.0003017366917831626;0.3977146317792312
